DateTime,Pre Open IDBI,IDBIEQN
2022-08-26 09:00:01,,43.4
2022-08-26 09:00:08,,44
2022-08-26 09:00:14,,43.95
2022-08-26 09:00:20,,43.95
2022-08-26 09:00:26,,43.95
2022-08-26 09:00:31,,43.95
2022-08-26 09:00:36,,43.95
2022-08-26 09:00:41,,43.95
2022-08-26 09:00:46,,43.95
2022-08-26 09:00:50,,43.95
2022-08-26 09:00:55,,43.95
2022-08-26 09:01:00,,43.9
2022-08-26 09:01:05,,43.9
2022-08-26 09:01:10,,43.85
2022-08-26 09:01:14,,43.85
2022-08-26 09:01:19,,43.9
2022-08-26 09:01:24,,43.9
2022-08-26 09:01:28,,43.9
2022-08-26 09:01:33,,43.95
2022-08-26 09:01:37,,43.95
2022-08-26 09:01:41,,43.95
2022-08-26 09:01:45,,44
2022-08-26 09:01:49,,44
2022-08-26 09:01:54,,44
2022-08-26 09:01:58,,44
2022-08-26 09:02:02,,44
2022-08-26 09:02:06,,44
2022-08-26 09:02:10,,44
2022-08-26 09:02:14,,44
2022-08-26 09:02:17,,44
2022-08-26 09:02:21,,44
2022-08-26 09:02:25,,44
2022-08-26 09:02:28,,44
2022-08-26 09:02:32,,44
2022-08-26 09:02:36,,44
2022-08-26 09:02:40,,44
2022-08-26 09:02:43,,44
2022-08-26 09:02:47,,44
2022-08-26 09:02:51,,44
2022-08-26 09:02:54,,44
2022-08-26 09:02:58,,43.95
2022-08-26 09:03:02,,44
2022-08-26 09:03:05,,44
2022-08-26 09:03:09,,44
2022-08-26 09:03:13,,44
2022-08-26 09:03:16,,44
2022-08-26 09:03:20,,43.95
2022-08-26 09:03:23,,43.95
2022-08-26 09:03:27,,43.95
2022-08-26 09:03:30,,43.95
2022-08-26 09:03:33,,43.95
2022-08-26 09:03:36,,43.95
2022-08-26 09:03:40,,43.95
2022-08-26 09:03:43,,43.95
2022-08-26 09:03:45,,43.95
2022-08-26 09:03:48,,43.95
2022-08-26 09:03:51,,43.95
2022-08-26 09:03:53,,43.95
2022-08-26 09:03:56,,43.95
2022-08-26 09:03:59,,43.95
2022-08-26 09:04:01,,43.95
2022-08-26 09:04:03,,43.95
2022-08-26 09:04:05,,43.9
2022-08-26 09:04:08,,43.9
2022-08-26 09:04:10,,43.9
2022-08-26 09:04:12,,43.9
2022-08-26 09:04:14,,43.9
2022-08-26 09:04:16,,43.9
2022-08-26 09:04:17,,43.9
2022-08-26 09:04:20,,43.9
2022-08-26 09:04:22,,43.9
2022-08-26 09:04:24,,43.9
2022-08-26 09:04:27,,43.9
2022-08-26 09:04:29,,43.9
2022-08-26 09:04:31,,43.9
2022-08-26 09:04:33,,43.9
2022-08-26 09:04:35,,43.9
2022-08-26 09:04:38,,43.9
2022-08-26 09:04:41,,43.9
2022-08-26 09:04:43,,43.9
2022-08-26 09:04:46,,43.9
2022-08-26 09:04:48,,43.9
2022-08-26 09:04:50,,43.9
2022-08-26 09:04:52,,43.9
2022-08-26 09:04:54,,43.9
2022-08-26 09:04:56,,43.9
2022-08-26 09:04:58,,43.9
2022-08-26 09:04:59,,43.9
2022-08-26 09:05:01,,43.9
2022-08-26 09:05:03,,43.9
2022-08-26 09:05:05,,43.9
2022-08-26 09:05:07,,43.9
2022-08-26 09:05:09,,43.9
2022-08-26 09:05:11,,43.9
2022-08-26 09:05:12,,43.9
2022-08-26 09:05:13,,43.9
2022-08-26 09:05:15,,43.9
2022-08-26 09:05:16,,43.9
2022-08-26 09:05:18,,43.9
2022-08-26 09:05:19,,43.9
2022-08-26 09:05:21,,43.9
2022-08-26 09:05:22,,43.9
2022-08-26 09:05:24,,43.9
2022-08-26 09:05:26,,43.9
2022-08-26 09:05:28,,43.9
2022-08-26 09:05:29,,43.9
2022-08-26 09:05:31,,43.9
2022-08-26 09:05:33,,43.9
2022-08-26 09:05:35,,43.9
2022-08-26 09:05:37,,43.9
2022-08-26 09:05:39,,43.9
2022-08-26 09:05:40,,43.9
2022-08-26 09:05:42,,43.9
2022-08-26 09:05:44,,43.9
2022-08-26 09:05:46,,43.9
2022-08-26 09:05:48,,43.9
2022-08-26 09:05:49,,43.9
2022-08-26 09:05:51,,43.9
2022-08-26 09:05:52,,43.9
2022-08-26 09:05:54,,43.9
2022-08-26 09:05:56,,43.9
2022-08-26 09:05:57,,43.9
2022-08-26 09:05:59,,43.9
2022-08-26 09:06:00,,43.9
2022-08-26 09:06:02,,43.9
2022-08-26 09:06:03,,43.9
2022-08-26 09:06:05,,43.9
2022-08-26 09:06:06,,43.9
2022-08-26 09:06:08,,43.9
2022-08-26 09:06:10,,43.9
2022-08-26 09:06:11,,43.9
2022-08-26 09:06:13,,43.9
2022-08-26 09:06:14,,43.9
2022-08-26 09:06:16,,43.9
2022-08-26 09:06:18,,43.9
2022-08-26 09:06:19,,43.9
2022-08-26 09:06:21,,43.9
2022-08-26 09:06:22,,43.9
2022-08-26 09:06:24,,43.9
2022-08-26 09:06:25,,43.9
2022-08-26 09:06:27,,43.9
2022-08-26 09:06:29,,43.9
2022-08-26 09:06:30,,43.9
2022-08-26 09:06:32,,43.9
2022-08-26 09:06:33,,43.9
2022-08-26 09:06:35,,43.9
2022-08-26 09:06:36,,43.9
2022-08-26 09:06:38,,43.9
2022-08-26 09:06:40,,43.9
2022-08-26 09:06:41,,43.9
2022-08-26 09:06:42,,43.9
2022-08-26 09:06:44,,43.9
2022-08-26 09:06:45,,43.9
2022-08-26 09:06:47,,43.9
2022-08-26 09:06:48,,43.9
2022-08-26 09:06:51,,43.9
2022-08-26 09:06:52,,43.9
2022-08-26 09:06:53,,43.9
2022-08-26 09:06:55,,43.9
2022-08-26 09:06:56,,43.9
2022-08-26 09:06:57,,43.9
2022-08-26 09:06:59,,43.9
2022-08-26 09:07:00,,43.9
2022-08-26 09:15:04,,43.95
2022-08-26 09:15:44,,44.6
2022-08-26 09:15:51,,44.65
2022-08-26 09:15:58,,44.65
2022-08-26 09:16:05,,44.6
2022-08-26 09:16:11,,44.55
2022-08-26 09:16:47,,44.55
2022-08-26 09:16:53,,44.55
2022-08-26 09:16:59,,44.5
2022-08-26 09:17:05,,44.5
2022-08-26 09:17:11,,44.5
2022-08-26 09:17:47,,44.55
2022-08-26 09:17:52,,44.5
2022-08-26 09:17:58,,44.5
2022-08-26 09:18:04,,44.5
2022-08-26 09:18:10,,44.55
2022-08-26 09:18:44,,44.5
2022-08-26 09:18:50,,44.5
2022-08-26 09:18:56,,44.45
2022-08-26 09:19:02,,44.4
2022-08-26 09:19:07,,44.5
2022-08-26 09:19:13,,44.4
2022-08-26 09:19:48,,44.4
2022-08-26 09:19:53,,44.35
2022-08-26 09:19:58,,44.4
2022-08-26 09:20:04,,44.35
2022-08-26 09:20:10,,44.35
2022-08-26 09:20:49,,44.2
2022-08-26 09:20:55,,44.2
2022-08-26 09:21:01,,44.15
2022-08-26 09:21:06,,44.25
2022-08-26 09:21:12,,44.3
2022-08-26 09:21:17,,44.2
2022-08-26 09:21:23,,44.2
2022-08-26 09:21:28,,44.25
2022-08-26 09:21:34,,44.2
2022-08-26 09:21:39,,44.3
2022-08-26 09:22:18,,44.4
2022-08-26 09:22:23,,44.35
2022-08-26 09:22:29,,44.3
2022-08-26 09:22:34,,44.3
2022-08-26 09:22:39,,44.35
2022-08-26 09:23:17,,44.3
2022-08-26 09:23:22,,44.3
2022-08-26 09:23:27,,44.35
2022-08-26 09:23:32,,44.3
2022-08-26 09:23:38,,44.3
2022-08-26 09:23:43,,44.3
2022-08-26 09:24:15,,44.2
2022-08-26 09:24:20,,44.2
2022-08-26 09:24:25,,44.2
2022-08-26 09:24:31,,44.15
2022-08-26 09:24:36,,44.2
2022-08-26 09:24:41,,44.15
2022-08-26 09:25:19,,44.25
2022-08-26 09:25:24,,44.25
2022-08-26 09:25:30,,44.25
2022-08-26 09:25:35,,44.3
2022-08-26 09:25:41,,44.25
2022-08-26 09:26:19,,44.3
2022-08-26 09:26:25,,44.4
2022-08-26 09:26:31,,44.4
2022-08-26 09:26:36,,44.4
2022-08-26 09:26:42,,44.35
2022-08-26 09:27:15,,44.45
2022-08-26 09:27:20,,44.45
2022-08-26 09:27:26,,44.35
2022-08-26 09:27:31,,44.45
2022-08-26 09:27:36,,44.45
2022-08-26 09:27:42,,44.4
2022-08-26 09:28:14,,44.25
2022-08-26 09:28:19,,44.35
2022-08-26 09:28:25,,44.35
2022-08-26 09:28:30,,44.35
2022-08-26 09:28:35,,44.3
2022-08-26 09:28:40,,44.3
2022-08-26 09:29:17,,44.35
2022-08-26 09:29:23,,44.35
2022-08-26 09:29:28,,44.35
2022-08-26 09:29:33,,44.35
2022-08-26 09:29:38,,44.35
2022-08-26 09:29:43,,44.4
2022-08-26 09:30:18,,44.4
2022-08-26 09:30:24,,44.4
2022-08-26 09:30:29,,44.35
2022-08-26 09:30:34,,44.35
2022-08-26 09:30:39,,44.4
2022-08-26 09:31:14,,44.4
2022-08-26 09:31:19,,44.45
2022-08-26 09:31:24,,44.5
2022-08-26 09:31:29,,44.65
2022-08-26 09:31:35,,44.75
2022-08-26 09:31:40,,44.65
2022-08-26 09:32:15,,44.6
2022-08-26 09:32:20,,44.6
2022-08-26 09:32:26,,44.55
2022-08-26 09:32:30,,44.55
2022-08-26 09:32:35,,44.55
2022-08-26 09:32:39,,44.55
2022-08-26 09:32:44,,44.45
2022-08-26 09:33:17,,44.5
2022-08-26 09:33:22,,44.5
2022-08-26 09:33:27,,44.45
2022-08-26 09:33:31,,44.5
2022-08-26 09:33:36,,44.5
2022-08-26 09:33:41,,44.5
2022-08-26 09:34:14,,44.5
2022-08-26 09:34:19,,44.5
2022-08-26 09:34:24,,44.5
2022-08-26 09:34:28,,44.55
2022-08-26 09:34:33,,44.5
2022-08-26 09:34:37,,44.5
2022-08-26 09:34:41,,44.45
2022-08-26 09:35:15,,44.7
2022-08-26 09:35:19,,44.7
2022-08-26 09:35:23,,44.7
2022-08-26 09:35:27,,44.7
2022-08-26 09:35:31,,44.7
2022-08-26 09:35:37,,44.65
2022-08-26 09:35:41,,44.7
2022-08-26 09:36:18,,44.75
2022-08-26 09:36:22,,44.7
2022-08-26 09:36:27,,44.7
2022-08-26 09:36:32,,44.7
2022-08-26 09:36:37,,44.7
2022-08-26 09:36:41,,44.65
2022-08-26 09:37:15,,44.7
2022-08-26 09:37:19,,44.65
2022-08-26 09:37:23,,44.65
2022-08-26 09:37:27,,44.65
2022-08-26 09:37:32,,44.7
2022-08-26 09:37:36,,44.65
2022-08-26 09:37:40,,44.7
2022-08-26 09:38:14,,44.7
2022-08-26 09:38:19,,44.6
2022-08-26 09:38:23,,44.65
2022-08-26 09:38:27,,44.6
2022-08-26 09:38:32,,44.6
2022-08-26 09:38:37,,44.65
2022-08-26 09:38:42,,44.65
2022-08-26 09:39:14,,44.6
2022-08-26 09:39:19,,44.65
2022-08-26 09:39:23,,44.6
2022-08-26 09:39:28,,44.55
2022-08-26 09:39:32,,44.55
2022-08-26 09:39:36,,44.65
2022-08-26 09:39:40,,44.6
2022-08-26 09:39:44,,44.6
2022-08-26 09:40:15,,44.6
2022-08-26 09:40:19,,44.6
2022-08-26 09:40:24,,44.65
2022-08-26 09:40:28,,44.65
2022-08-26 09:40:32,,44.65
2022-08-26 09:40:36,,44.6
2022-08-26 09:40:41,,44.6
2022-08-26 09:41:18,,44.55
2022-08-26 09:41:23,,44.6
2022-08-26 09:41:28,,44.55
2022-08-26 09:41:33,,44.5
2022-08-26 09:41:38,,44.55
2022-08-26 09:41:42,,44.5
2022-08-26 09:42:18,,44.45
2022-08-26 09:42:22,,44.5
2022-08-26 09:42:27,,44.5
2022-08-26 09:42:31,,44.5
2022-08-26 09:42:36,,44.55
2022-08-26 09:42:41,,44.55
2022-08-26 09:43:18,,44.5
2022-08-26 09:43:22,,44.45
2022-08-26 09:43:27,,44.5
2022-08-26 09:43:32,,44.5
2022-08-26 09:43:36,,44.4
2022-08-26 09:43:41,,44.4
2022-08-26 09:44:17,,44.45
2022-08-26 09:44:21,,44.5
2022-08-26 09:44:26,,44.45
2022-08-26 09:44:31,,44.45
2022-08-26 09:44:35,,44.4
2022-08-26 09:44:39,,44.5
2022-08-26 09:44:43,,44.45
2022-08-26 09:45:16,,44.45
2022-08-26 09:45:21,,44.4
2022-08-26 09:45:25,,44.4
2022-08-26 09:45:30,,44.35
2022-08-26 09:45:35,,44.35
2022-08-26 09:45:40,,44.4
2022-08-26 09:46:15,,44.45
2022-08-26 09:46:19,,44.4
2022-08-26 09:46:24,,44.4
2022-08-26 09:46:28,,44.45
2022-08-26 09:46:32,,44.45
2022-08-26 09:46:36,,44.45
2022-08-26 09:46:40,,44.45
2022-08-26 09:47:18,,44.5
2022-08-26 09:47:22,,44.55
2022-08-26 09:47:26,,44.55
2022-08-26 09:47:30,,44.55
2022-08-26 09:47:34,,44.5
2022-08-26 09:47:38,,44.5
2022-08-26 09:47:41,,44.5
2022-08-26 09:48:14,,44.5
2022-08-26 09:48:18,,44.45
2022-08-26 09:48:22,,44.45
2022-08-26 09:48:26,,44.5
2022-08-26 09:48:29,,44.5
2022-08-26 09:48:33,,44.45
2022-08-26 09:48:37,,44.45
2022-08-26 09:48:41,,44.45
2022-08-26 09:49:16,,44.5
2022-08-26 09:49:20,,44.5
2022-08-26 09:49:24,,44.55
2022-08-26 09:49:27,,44.55
2022-08-26 09:49:32,,44.5
2022-08-26 09:49:37,,44.55
2022-08-26 09:49:42,,44.5
2022-08-26 09:50:15,,44.45
2022-08-26 09:50:19,,44.5
2022-08-26 09:50:23,,44.45
2022-08-26 09:50:27,,44.5
2022-08-26 09:50:31,,44.5
2022-08-26 09:50:35,,44.5
2022-08-26 09:50:40,,44.45
2022-08-26 09:50:44,,44.5
2022-08-26 09:51:17,,44.5
2022-08-26 09:51:21,,44.55
2022-08-26 09:51:24,,44.55
2022-08-26 09:51:28,,44.55
2022-08-26 09:51:32,,44.5
2022-08-26 09:51:36,,44.5
2022-08-26 09:51:41,,44.55
2022-08-26 09:52:18,,44.7
2022-08-26 09:52:22,,44.7
2022-08-26 09:52:26,,44.7
2022-08-26 09:52:31,,44.6
2022-08-26 09:52:35,,44.65
2022-08-26 09:52:39,,44.65
2022-08-26 09:52:43,,44.6
2022-08-26 09:53:18,,44.6
2022-08-26 09:53:21,,44.6
2022-08-26 09:53:25,,44.65
2022-08-26 09:53:29,,44.55
2022-08-26 09:53:33,,44.65
2022-08-26 09:53:38,,44.55
2022-08-26 09:53:42,,44.65
2022-08-26 09:54:15,,44.7
2022-08-26 09:54:19,,44.7
2022-08-26 09:54:22,,44.7
2022-08-26 09:54:26,,44.7
2022-08-26 09:54:31,,44.7
2022-08-26 09:54:35,,44.6
2022-08-26 09:54:39,,44.65
2022-08-26 09:54:43,,44.65
2022-08-26 09:55:18,,44.6
2022-08-26 09:55:21,,44.65
2022-08-26 09:55:25,,44.65
2022-08-26 09:55:29,,44.6
2022-08-26 09:55:32,,44.6
2022-08-26 09:55:36,,44.6
2022-08-26 09:55:40,,44.6
2022-08-26 09:56:18,,44.65
2022-08-26 09:56:22,,44.65
2022-08-26 09:56:26,,44.6
2022-08-26 09:56:29,,44.65
2022-08-26 09:56:33,,44.65
2022-08-26 09:56:36,,44.65
2022-08-26 09:56:40,,44.65
2022-08-26 09:56:43,,44.6
2022-08-26 09:57:17,,44.6
2022-08-26 09:57:21,,44.65
2022-08-26 09:57:24,,44.6
2022-08-26 09:57:28,,44.65
2022-08-26 09:57:31,,44.6
2022-08-26 09:57:34,,44.6
2022-08-26 09:57:38,,44.65
2022-08-26 09:57:42,,44.6
2022-08-26 09:58:18,,44.65
2022-08-26 09:58:22,,44.65
2022-08-26 09:58:26,,44.65
2022-08-26 09:58:30,,44.65
2022-08-26 09:58:33,,44.55
2022-08-26 09:58:37,,44.65
2022-08-26 09:58:41,,44.55
2022-08-26 09:58:45,,44.65
2022-08-26 09:58:49,,44.65
2022-08-26 09:58:52,,44.65
2022-08-26 09:58:56,,44.65
2022-08-26 09:59:00,,44.65
2022-08-26 09:59:04,,44.55
2022-08-26 09:59:07,,44.55
2022-08-26 09:59:11,,44.6
2022-08-26 09:59:47,,44.55
2022-08-26 09:59:51,,44.55
2022-08-26 09:59:55,,44.55
2022-08-26 09:59:58,,44.55
2022-08-26 10:00:02,,44.55
2022-08-26 10:00:06,,44.6
2022-08-26 10:00:10,,44.55
2022-08-26 10:00:13,,44.55
2022-08-26 10:00:17,,44.55
2022-08-26 10:00:20,,44.6
2022-08-26 10:00:25,,44.55
2022-08-26 10:00:29,,44.55
2022-08-26 10:00:33,,44.55
2022-08-26 10:00:36,,44.6
2022-08-26 10:00:40,,44.55
2022-08-26 10:00:44,,44.55
2022-08-26 10:01:15,,44.55
2022-08-26 10:01:19,,44.55
2022-08-26 10:01:23,,44.55
2022-08-26 10:01:27,,44.55
2022-08-26 10:01:30,,44.6
2022-08-26 10:01:34,,44.6
2022-08-26 10:01:37,,44.55
2022-08-26 10:01:41,,44.55
2022-08-26 10:02:17,,44.5
2022-08-26 10:02:20,,44.5
2022-08-26 10:02:24,,44.5
2022-08-26 10:02:28,,44.5
2022-08-26 10:02:32,,44.55
2022-08-26 10:02:36,,44.55
2022-08-26 10:02:40,,44.5
2022-08-26 10:02:44,,44.5
2022-08-26 10:03:15,,44.55
2022-08-26 10:03:20,,44.5
2022-08-26 10:03:24,,44.5
2022-08-26 10:03:28,,44.55
2022-08-26 10:03:32,,44.5
2022-08-26 10:03:35,,44.55
2022-08-26 10:03:39,,44.55
2022-08-26 10:03:43,,44.5
2022-08-26 10:04:15,,44.5
2022-08-26 10:04:19,,44.5
2022-08-26 10:04:23,,44.45
2022-08-26 10:04:27,,44.5
2022-08-26 10:04:30,,44.5
2022-08-26 10:04:35,,44.55
2022-08-26 10:04:38,,44.55
2022-08-26 10:04:42,,44.55
2022-08-26 10:05:18,,44.5
2022-08-26 10:05:21,,44.5
2022-08-26 10:05:26,,44.5
2022-08-26 10:05:30,,44.5
2022-08-26 10:05:34,,44.45
2022-08-26 10:05:37,,44.45
2022-08-26 10:05:41,,44.5
2022-08-26 10:06:15,,44.5
2022-08-26 10:06:19,,44.5
