"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"06-Dec-2021","EQ","1,114.00","1,141.00","1,102.20","1,118.00","1,107.65","1,108.80","1,122.08","1,534.50","585.00",8215940,"9,218,970,570.35",202827
"03-Dec-2021","EQ","1,115.00","1,134.20","1,102.25","1,112.40","1,114.65","1,118.00","1,119.73","1,534.50","576.95",10073784,"11,279,894,784.45",215675
"02-Dec-2021","EQ","1,083.00","1,116.00","1,074.00","1,082.55","1,112.95","1,112.40","1,093.21","1,534.50","576.95",9128681,"9,979,555,833.05",229986
"01-Dec-2021","EQ","1,092.00","1,097.00","1,066.50","1,071.20","1,082.00","1,082.55","1,080.06","1,534.50","576.95",9379114,"10,129,980,506.10",277289
"30-Nov-2021","EQ","1,110.95","1,127.90","1,063.00","1,114.75","1,070.10","1,071.20","1,092.87","1,534.50","576.95",13355984,"14,596,419,159.45",290056
"29-Nov-2021","EQ","1,112.30","1,137.00","1,075.05","1,112.30","1,109.90","1,114.75","1,115.07","1,534.50","576.95",9392991,"10,473,859,931.15",238792
"26-Nov-2021","EQ","1,157.90","1,159.50","1,106.25","1,173.65","1,110.25","1,112.30","1,127.98","1,534.50","536.35",10645526,"12,007,942,478.50",283059
"25-Nov-2021","EQ","1,180.00","1,186.60","1,166.00","1,178.50","1,173.50","1,173.65","1,175.39","1,534.50","536.35",4750286,"5,583,438,162.65",124738
"24-Nov-2021","EQ","1,200.40","1,202.95","1,171.15","1,192.05","1,173.50","1,178.50","1,192.33","1,534.50","536.35",6767101,"8,068,650,466.05",155600
"23-Nov-2021","EQ","1,168.05","1,209.00","1,165.15","1,165.05","1,190.05","1,192.05","1,194.72","1,534.50","536.35",9382963,"11,210,058,495.30",215369
"22-Nov-2021","EQ","1,188.10","1,196.80","1,146.00","1,186.60","1,166.80","1,165.05","1,174.23","1,534.50","536.35",9621001,"11,297,225,184.30",221574
"18-Nov-2021","EQ","1,223.60","1,228.30","1,182.00","1,220.05","1,187.90","1,186.60","1,198.02","1,534.50","501.70",10108351,"12,110,042,265.25",265526
"17-Nov-2021","EQ","1,225.00","1,237.40","1,215.10","1,228.80","1,217.50","1,220.05","1,225.21","1,534.50","501.70",8780204,"10,757,564,425.00",227497
"16-Nov-2021","EQ","1,245.45","1,261.05","1,223.70","1,245.45","1,225.50","1,228.80","1,241.24","1,534.50","501.70",12314880,"15,285,726,669.75",305404
"15-Nov-2021","EQ","1,295.00","1,299.00","1,241.50","1,287.25","1,244.50","1,245.45","1,264.54","1,534.50","501.70",12108215,"15,311,346,641.25",361479
"12-Nov-2021","EQ","1,340.00","1,340.00","1,271.10","1,299.60","1,286.70","1,287.25","1,296.64","1,534.50","427.40",23239558,"30,133,436,224.85",493501
"11-Nov-2021","EQ","1,304.90","1,324.50","1,288.35","1,298.55","1,300.00","1,299.60","1,306.58","1,534.50","427.40",13663860,"17,852,875,262.10",290972
"10-Nov-2021","EQ","1,328.00","1,329.00","1,287.10","1,335.95","1,297.50","1,298.55","1,300.47","1,534.50","427.40",11880417,"15,450,091,711.30",295166
"09-Nov-2021","EQ","1,342.85","1,360.30","1,328.85","1,343.25","1,337.40","1,335.95","1,343.01","1,534.50","427.40",4756516,"6,388,069,232.80",110877
"08-Nov-2021","EQ","1,340.90","1,347.65","1,306.10","1,325.90","1,340.95","1,343.25","1,331.26","1,534.50","427.40",5493667,"7,313,506,276.30",129169
"04-Nov-2021","EQ","1,331.00","1,335.00","1,324.10","1,326.05","1,326.45","1,325.90","1,329.31","1,534.50","398.70",674434,"896,531,428.35",24458
"03-Nov-2021","EQ","1,324.80","1,332.00","1,312.00","1,313.65","1,326.00","1,326.05","1,322.50","1,534.50","398.70",5730244,"7,578,272,364.25",114824
"02-Nov-2021","EQ","1,370.00","1,370.00","1,310.80","1,364.90","1,318.00","1,313.65","1,336.72","1,534.50","398.70",7216137,"9,645,962,698.75",149207
"01-Nov-2021","EQ","1,340.00","1,372.90","1,330.00","1,315.95","1,362.00","1,364.90","1,357.99","1,534.50","398.70",9687533,"13,155,551,551.55",219727
"29-Oct-2021","EQ","1,290.25","1,333.70","1,290.00","1,299.60","1,317.65","1,315.95","1,318.31","1,534.50","395.20",7914760,"10,434,141,529.65",203572
"28-Oct-2021","EQ","1,314.90","1,315.95","1,291.10","1,326.15","1,299.20","1,299.60","1,300.93","1,534.50","395.20",9307682,"12,108,636,657.30",219433
"27-Oct-2021","EQ","1,346.00","1,351.70","1,321.25","1,343.65","1,325.00","1,326.15","1,340.29","1,534.50","395.20",7241804,"9,706,128,183.35",136011
"26-Oct-2021","EQ","1,303.00","1,351.00","1,301.45","1,293.30","1,347.00","1,343.65","1,327.59","1,534.50","395.20",7722875,"10,252,844,348.05",162605
"25-Oct-2021","EQ","1,302.00","1,316.00","1,267.25","1,296.25","1,290.50","1,293.30","1,295.98","1,534.50","395.20",6418501,"8,318,255,045.90",146749
"22-Oct-2021","EQ","1,320.00","1,324.65","1,271.00","1,314.70","1,295.00","1,296.25","1,295.44","1,534.50","389.60",8071289,"10,455,863,988.15",182525
"21-Oct-2021","EQ","1,356.70","1,357.85","1,289.70","1,343.30","1,317.00","1,314.70","1,322.44","1,534.50","389.60",8357573,"11,052,415,947.65",180536
"20-Oct-2021","EQ","1,372.00","1,376.00","1,326.65","1,366.90","1,344.00","1,343.30","1,352.99","1,534.50","389.60",6975774,"9,438,143,064.85",158821
"19-Oct-2021","EQ","1,421.00","1,426.55","1,357.55","1,411.05","1,369.00","1,366.90","1,395.29","1,534.50","389.60",8756924,"12,218,421,090.85",181679
"18-Oct-2021","EQ","1,418.00","1,424.75","1,391.10","1,375.05","1,408.00","1,411.05","1,412.00","1,534.50","389.60",10923230,"15,423,638,710.65",254274
"14-Oct-2021","EQ","1,374.00","1,390.60","1,354.00","1,354.30","1,372.50","1,375.05","1,375.35","1,534.50","362.50",8227371,"11,315,479,685.40",225847
"13-Oct-2021","EQ","1,325.50","1,376.55","1,318.05","1,329.10","1,356.50","1,354.30","1,357.30","1,534.50","362.50",13285718,"18,032,705,350.55",270178
"12-Oct-2021","EQ","1,313.20","1,335.00","1,305.00","1,313.20","1,327.70","1,329.10","1,322.05","1,534.50","362.50",6097019,"8,060,557,067.10",127459
"11-Oct-2021","EQ","1,305.00","1,327.35","1,298.00","1,301.15","1,314.00","1,313.20","1,313.46","1,534.50","362.50",6349658,"8,340,010,808.85",154072
"08-Oct-2021","EQ","1,302.00","1,344.05","1,296.35","1,289.20","1,302.80","1,301.15","1,318.02","1,534.50","362.50",10722015,"14,131,842,227.65",209592
"07-Oct-2021","EQ","1,295.00","1,306.80","1,283.55","1,279.90","1,288.55","1,289.20","1,294.68","1,534.50","362.50",4603367,"5,959,881,711.45",100335
"06-Oct-2021","EQ","1,319.90","1,328.60","1,273.15","1,316.85","1,274.00","1,279.90","1,298.51","1,534.50","362.50",8631693,"11,208,369,774.40",182555
"05-Oct-2021","EQ","1,314.00","1,332.70","1,310.15","1,324.15","1,317.75","1,316.85","1,320.41","1,534.50","362.50",5795216,"7,652,041,813.90",113241
"04-Oct-2021","EQ","1,297.85","1,327.75","1,280.40","1,297.85","1,322.00","1,324.15","1,307.13","1,534.50","362.50",9690237,"12,666,404,492.70",196296
"01-Oct-2021","EQ","1,275.00","1,311.00","1,265.00","1,288.90","1,294.05","1,297.85","1,294.19","1,534.50","355.65",9037470,"11,696,219,086.00",182801
"30-Sep-2021","EQ","1,303.00","1,316.40","1,283.85","1,295.55","1,285.50","1,288.90","1,296.97","1,534.50","355.65",7514568,"9,746,166,693.75",158511
"29-Sep-2021","EQ","1,270.00","1,309.80","1,267.20","1,280.95","1,293.80","1,295.55","1,290.68","1,534.50","355.65",9494577,"12,254,427,544.50",200121
"28-Sep-2021","EQ","1,273.45","1,296.80","1,263.00","1,270.50","1,279.00","1,280.95","1,281.17","1,534.50","355.65",8100736,"10,378,437,351.35",155092
"27-Sep-2021","EQ","1,272.00","1,288.70","1,261.05","1,272.10","1,270.35","1,270.50","1,274.03","1,534.50","355.65",8668877,"11,044,379,079.25",182487
"24-Sep-2021","EQ","1,320.00","1,324.00","1,258.45","1,318.70","1,267.00","1,272.10","1,284.94","1,534.50","342.75",13286616,"17,072,512,017.75",302339
"23-Sep-2021","EQ","1,330.00","1,339.45","1,306.05","1,305.80","1,315.50","1,318.70","1,320.33","1,534.50","342.75",9946251,"13,132,342,309.45",254153
"22-Sep-2021","EQ","1,299.40","1,318.00","1,283.10","1,292.20","1,303.00","1,305.80","1,301.92","1,534.50","342.75",11124247,"14,482,842,665.95",263880
"21-Sep-2021","EQ","1,258.00","1,296.90","1,232.90","1,253.10","1,296.50","1,292.20","1,263.43","1,534.50","342.75",25593540,"32,335,688,765.00",467449
"20-Sep-2021","EQ","1,350.00","1,351.90","1,247.35","1,385.90","1,247.35","1,253.10","1,293.00","1,534.50","342.75",28238412,"36,512,376,240.20",680557
"17-Sep-2021","EQ","1,437.00","1,440.30","1,360.00","1,436.75","1,382.80","1,385.90","1,387.18","1,534.50","342.75",19572030,"27,149,960,524.40",445794
"16-Sep-2021","EQ","1,460.00","1,471.90","1,431.25","1,455.10","1,436.90","1,436.75","1,445.76","1,534.50","342.75",5606797,"8,106,101,676.10",148967
"15-Sep-2021","EQ","1,452.30","1,463.70","1,444.40","1,452.30","1,453.05","1,455.10","1,454.40","1,534.50","342.75",4417464,"6,424,749,303.25",117061
"14-Sep-2021","EQ","1,476.00","1,476.00","1,449.00","1,463.45","1,451.40","1,452.30","1,461.40","1,534.50","342.75",5503767,"8,043,210,155.50",133997
"13-Sep-2021","EQ","1,447.00","1,472.00","1,436.50","1,447.00","1,470.00","1,463.45","1,451.62","1,534.50","342.75",5670208,"8,230,985,329.30",133505
"09-Sep-2021","EQ","1,420.00","1,451.95","1,420.00","1,429.85","1,446.90","1,447.00","1,441.08","1,534.50","342.75",5313030,"7,656,486,787.90",137267
"08-Sep-2021","EQ","1,426.00","1,442.65","1,418.60","1,428.70","1,428.00","1,429.85","1,430.46","1,534.50","342.75",4676224,"6,689,152,680.65",114775
"07-Sep-2021","EQ","1,444.00","1,459.00","1,420.65","1,437.00","1,421.50","1,428.70","1,439.40","1,534.50","342.75",6352717,"9,144,123,989.00",145446
"06-Sep-2021","EQ","1,447.00","1,451.95","1,423.15","1,443.65","1,435.45","1,437.00","1,436.17","1,534.50","342.75",6958676,"9,993,857,812.30",146049
"03-Sep-2021","EQ","1,428.00","1,452.95","1,416.45","1,425.10","1,440.15","1,443.65","1,436.58","1,534.50","342.75",8452382,"12,142,493,020.30",167684
"02-Sep-2021","EQ","1,411.00","1,432.00","1,410.00","1,411.20","1,424.90","1,425.10","1,421.37","1,534.50","342.75",6148046,"8,738,634,439.10",135353
"01-Sep-2021","EQ","1,451.25","1,455.50","1,407.00","1,450.25","1,410.95","1,411.20","1,422.05","1,534.50","342.75",8812897,"12,532,364,367.30",188156
"31-Aug-2021","EQ","1,445.00","1,459.00","1,432.00","1,440.60","1,447.10","1,450.25","1,449.25","1,534.50","342.75",24752108,"35,871,918,020.50",241285
"30-Aug-2021","EQ","1,399.00","1,445.00","1,398.00","1,384.15","1,436.70","1,440.60","1,430.46","1,534.50","342.75",13444387,"19,231,696,469.15",264920
"27-Aug-2021","EQ","1,379.00","1,394.45","1,375.85","1,375.05","1,382.40","1,384.15","1,385.73","1,534.50","342.75",7394081,"10,246,183,944.60",148295
"26-Aug-2021","EQ","1,390.40","1,394.75","1,365.00","1,390.20","1,376.80","1,375.05","1,377.36","1,534.50","342.75",9157898,"12,613,755,303.65",181905
